red,green,blue,off,position,color
703,274,659,11,10,yellow
541,169,515,67,11,yellow
497,300,502,2,12,blue
480,262,489,3,13,blue
350,182,425,13,14,blue
582,205,560,32,15,blue
613,94,366,1,0,red
653,177,546,6,1,red
648,117,463,14,2,red
734,330,662,26,3,red
459,346,354,127,4,green
597,423,458,21,5,green
559,227,269,2,6,green
631,360,394,3,7,green
749,315,820,0,8,yellow
727,170,650,0,9,yellow
700,270,655,15,10,yellow
542,171,516,66,11,yellow
497,299,502,2,12,blue
478,259,487,5,13,blue
352,185,427,11,14,blue
580,204,558,34,15,blue
612,92,366,1,0,red
652,177,547,5,1,red
644,113,460,17,2,red
733,331,663,25,3,red
461,348,357,125,4,green
597,424,458,21,5,green
559,227,271,2,6,green
634,362,396,1,7,green
750,315,822,0,8,yellow
725,167,650,1,9,yellow
701,271,658,13,10,yellow
543,173,518,64,11,yellow
496,300,502,2,12,blue
481,262,490,2,13,blue
351,183,426,12,14,blue
581,206,559,33,15,blue
612,91,365,2,0,red
654,179,546,5,1,red
646,115,461,16,2,red
735,332,664,24,3,red
460,347,355,126,4,green
596,421,456,23,5,green
559,225,268,3,6,green
632,362,394,2,7,green
747,314,823,1,8,yellow
726,168,651,0,9,yellow
702,272,657,12,10,yellow
540,170,514,68,11,yellow
496,301,502,2,12,blue
479,261,488,4,13,blue
350,182,425,13,14,blue
582,207,560,32,15,blue
617,93,363,0,0,red
646,181,538,7,1,red
651,114,469,14,2,red
734,331,667,24,3,red
460,345,354,127,4,green
596,427,459,21,5,green
571,225,275,2,6,green
632,363,396,1,7,green
748,317,821,1,8,yellow
729,167,652,0,9,yellow
699,273,656,13,10,yellow
543,173,517,66,11,yellow
497,307,504,0,12,blue
480,264,496,4,13,blue
349,181,424,13,14,blue
580,202,557,34,15,blue
612,85,359,5,0,red
648,183,540,5,1,red
649,113,468,15,2,red
732,330,665,25,3,red
461,347,356,125,4,green
595,426,459,21,5,green
571,227,277,2,6,green
631,362,395,2,7,green
749,318,822,0,8,yellow
729,166,653,0,9,yellow
699,274,657,12,10,yellow
543,173,517,66,11,yellow
495,305,502,2,12,blue
480,263,496,4,13,blue
350,181,425,12,14,blue
581,205,559,32,15,blue
615,91,362,2,0,red
650,184,540,4,1,red
651,115,469,14,2,red
735,331,666,24,3,red
460,346,355,126,4,green
596,427,459,21,5,green
569,224,274,4,6,green
634,364,397,0,7,green
748,319,823,0,8,yellow
728,166,653,0,9,yellow
698,273,656,13,10,yellow
543,174,518,65,11,yellow
496,307,504,1,12,blue
480,265,496,4,13,blue
348,180,423,14,14,blue
579,204,557,34,15,blue
616,91,363,1,0,red
649,183,541,4,1,red
651,114,469,14,2,red
733,328,665,26,3,red
459,345,354,127,4,green
594,426,459,21,5,green
571,225,276,2,6,green
631,362,397,1,7,green
750,318,822,0,8,yellow
728,167,653,0,9,yellow
696,271,654,15,10,yellow
545,174,519,64,11,yellow
495,304,502,2,12,blue
479,263,495,5,13,blue
349,180,424,13,14,blue
582,206,557,32,15,blue
615,90,362,2,0,red
649,184,540,4,1,red
649,113,468,15,2,red
734,331,667,24,3,red
460,346,355,126,4,green
595,426,458,21,5,green
570,225,274,3,6,green
632,363,396,1,7,green
749,318,823,0,8,yellow
727,165,652,1,9,yellow
699,274,657,12,10,yellow
543,174,518,65,11,yellow
495,304,503,2,12,blue
478,263,495,5,13,blue
352,182,427,10,14,blue
578,202,555,35,15,blue
617,92,363,0,0,red
647,183,538,6,1,red
650,115,467,15,2,red
734,329,666,25,3,red
460,345,354,127,4,green
596,426,459,21,5,green
568,222,272,5,6,green
631,362,395,2,7,green
749,318,823,0,8,yellow
728,166,652,0,9,yellow
699,273,656,12,10,yellow
543,173,516,66,11,yellow
496,306,503,1,12,blue
480,264,496,4,13,blue
347,177,422,15,14,blue
580,204,556,34,15,blue
616,92,363,1,0,red
648,182,540,5,1,red
650,113,468,15,2,red
732,329,666,26,3,red
458,345,354,127,4,green
595,426,459,21,5,green
569,223,274,4,6,green
630,363,396,2,7,green
749,319,822,0,8,yellow
728,167,652,0,9,yellow
697,271,654,14,10,yellow
544,174,517,65,11,yellow
496,306,503,1,12,blue
479,263,495,5,13,blue
349,181,424,13,14,blue
581,206,559,32,15,blue
615,89,361,2,0,red
648,184,540,4,1,red
649,112,467,16,2,red
735,331,667,24,3,red
461,346,355,126,4,green
596,426,459,21,5,green
569,224,274,4,6,green
632,363,396,1,7,green
749,318,823,0,8,yellow
726,164,650,3,9,yellow
698,273,656,13,10,yellow
543,174,518,65,11,yellow
493,302,500,4,12,blue
482,266,498,2,13,blue
351,183,426,11,14,blue
576,202,553,37,15,blue
615,90,362,2,0,red
646,182,537,7,1,red
650,113,468,15,2,red
734,330,666,25,3,red
460,346,356,126,4,green
594,425,458,22,5,green
570,224,275,3,6,green
631,362,396,2,7,green
748,318,822,0,8,yellow
728,166,653,0,9,yellow
701,275,657,11,10,yellow
541,173,515,67,11,yellow
495,305,502,2,12,blue
480,265,498,3,13,blue
349,180,424,13,14,blue
581,206,559,32,15,blue
615,90,361,2,0,red
649,183,539,5,1,red
652,115,470,13,2,red
730,328,664,27,3,red
461,347,356,125,4,green
595,426,459,21,5,green
570,225,274,3,6,green
630,362,395,3,7,green
748,319,821,0,8,yellow
729,167,653,0,9,yellow
699,272,655,13,10,yellow
544,174,517,65,11,yellow
496,305,503,1,12,blue
479,263,495,5,13,blue
351,183,426,11,14,blue
581,205,559,32,15,blue
614,89,367,2,0,red
650,184,537,5,1,red
645,117,461,14,2,red
734,321,669,26,3,red
460,347,357,126,4,green
596,424,459,21,5,green
564,229,269,3,6,green
639,360,398,3,7,green
750,316,822,0,8,yellow
729,167,652,0,9,yellow
702,272,658,12,10,yellow
541,175,518,64,11,yellow
493,297,492,2,12,blue
480,266,498,4,13,blue
352,186,434,12,14,blue
582,205,558,32,15,blue
616,92,370,0,0,red
651,186,537,4,1,red
644,118,460,15,2,red
736,322,667,25,3,red
460,346,356,126,4,green
598,426,460,19,5,green
562,226,265,5,6,green
640,361,399,1,7,green
751,316,823,0,8,yellow
728,167,652,0,9,yellow
700,271,658,12,10,yellow
539,172,516,66,11,yellow
493,296,491,3,12,blue
479,266,498,4,13,blue
349,185,432,14,14,blue
579,203,554,35,15,blue
614,91,368,2,0,red
651,183,537,5,1,red
646,117,461,14,2,red
738,324,670,24,3,red
459,346,355,127,4,green
596,424,459,21,5,green
564,229,268,3,6,green
639,361,399,2,7,green
750,316,823,0,8,yellow
728,169,652,0,9,yellow
698,270,654,15,10,yellow
540,174,517,65,11,yellow
493,297,492,2,12,blue
479,266,498,4,13,blue
350,185,433,13,14,blue
581,206,558,32,15,blue
614,91,368,2,0,red
651,184,538,4,1,red
642,114,459,16,2,red
736,321,670,25,3,red
460,346,357,126,4,green
598,424,460,20,5,green
566,230,270,1,6,green
639,359,398,3,7,green
751,315,821,0,8,yellow
729,166,651,1,9,yellow
702,272,658,12,10,yellow
542,174,518,64,11,yellow
494,296,491,2,12,blue
481,267,499,3,13,blue
352,187,435,11,14,blue
579,203,556,34,15,blue
614,88,368,2,0,red
651,186,537,4,1,red
644,119,460,15,2,red
738,324,670,24,3,red
461,348,358,125,4,green
596,425,459,21,5,green
562,227,266,5,6,green
641,361,399,2,7,green
750,316,823,0,8,yellow
727,167,653,0,9,yellow
702,272,659,11,10,yellow
540,174,518,65,11,yellow
492,297,491,3,12,blue
479,267,498,4,13,blue
350,186,433,13,14,blue
579,205,556,34,15,blue
613,89,366,3,0,red
651,185,536,5,1,red
645,118,460,14,2,red
737,325,668,25,3,red
459,348,354,127,4,green
595,427,458,21,5,green
564,230,268,3,6,green
639,362,398,2,7,green
750,318,821,0,8,yellow
729,169,652,0,9,yellow
699,270,654,16,10,yellow
542,176,518,64,11,yellow
495,300,492,1,12,blue
478,266,496,6,13,blue
353,188,435,11,14,blue
581,206,558,32,15,blue
613,88,366,3,0,red
650,183,537,5,1,red
642,114,458,17,2,red
737,322,669,25,3,red
460,347,356,126,4,green
596,425,458,21,5,green
565,231,269,2,6,green
641,361,399,1,7,green
750,316,823,0,8,yellow
729,168,653,0,9,yellow
701,271,658,12,10,yellow
541,175,518,64,11,yellow
493,297,492,2,12,blue
479,266,498,4,13,blue
351,186,434,12,14,blue
579,205,554,35,15,blue
615,90,369,1,0,red
650,185,536,5,1,red
645,118,461,14,2,red
736,323,669,25,3,red
460,347,356,126,4,green
594,423,456,23,5,green
563,229,268,3,6,green
640,361,399,1,7,green
748,316,824,0,8,yellow
728,167,653,0,9,yellow
701,271,658,12,10,yellow
537,171,513,68,11,yellow
494,299,493,1,12,blue
479,267,498,4,13,blue
350,186,433,13,14,blue
581,206,559,31,15,blue
614,89,367,2,0,red
652,185,537,4,1,red
645,116,460,14,2,red
734,320,667,27,3,red
459,346,356,126,4,green
595,425,458,21,5,green
564,228,270,2,6,green
638,359,398,3,7,green
751,316,821,0,8,yellow
730,167,653,0,9,yellow
700,271,657,13,10,yellow
541,173,517,65,11,yellow
493,297,491,2,12,blue
478,265,496,6,13,blue
352,187,435,11,14,blue
578,202,555,35,15,blue
613,89,367,2,0,red
651,182,537,5,1,red
644,115,460,15,2,red
738,323,670,24,3,red
460,347,356,126,4,green
596,424,458,21,5,green
565,230,269,1,6,green
640,361,399,1,7,green
751,315,822,0,8,yellow
728,165,652,1,9,yellow
700,272,657,12,10,yellow
541,174,517,64,11,yellow
492,296,490,3,12,blue
479,266,497,4,13,blue
351,187,434,12,14,blue
579,205,555,34,15,blue
