red,green,blue,off,position,color
744,798,322,0,8,yellow
742,664,168,0,9,yellow
734,685,270,0,10,yellow
650,609,203,0,11,yellow
519,533,303,0,12,blue
494,512,274,0,13,blue
363,420,205,1,14,blue
619,588,202,0,15,blue
631,394,98,0,0,red
665,499,168,0,1,red
693,499,101,0,2,red
800,637,319,0,3,red
583,482,431,0,4,green
599,468,398,0,5,green
546,267,203,0,6,green
638,396,354,0,7,green
743,797,321,0,8,yellow
741,665,170,0,9,yellow
735,683,269,0,10,yellow
651,609,204,0,11,yellow
518,532,303,1,12,blue
493,511,274,0,13,blue
363,420,204,2,14,blue
619,588,205,0,15,blue
627,387,99,0,0,red
667,514,161,0,1,red
697,495,100,0,2,red
798,634,325,0,3,red
584,484,427,2,4,green
603,468,396,0,5,green
546,270,201,0,6,green
630,390,357,1,7,green
741,796,324,0,8,yellow
740,663,170,0,9,yellow
734,684,268,0,10,yellow
654,611,202,0,11,yellow
520,539,308,2,12,blue
494,502,268,0,13,blue
363,431,208,1,14,blue
618,585,205,0,15,blue
627,387,100,0,0,red
669,514,160,0,1,red
696,495,103,0,2,red
799,634,326,0,3,red
586,486,428,0,4,green
601,466,394,2,5,green
546,270,201,0,6,green
632,391,358,0,7,green
740,797,324,0,8,yellow
741,662,169,0,9,yellow
734,684,268,0,10,yellow
654,610,201,0,11,yellow
522,541,309,0,12,blue
493,501,269,1,13,blue
364,432,210,0,14,blue
618,585,201,0,15,blue
626,387,100,0,0,red
669,514,162,0,1,red
697,495,102,0,2,red
799,634,328,0,3,red
586,486,430,0,4,green
602,468,398,0,5,green
546,270,203,0,6,green
632,392,360,0,7,green
740,797,326,0,8,yellow
741,662,171,0,9,yellow
733,684,270,0,10,yellow
653,609,203,1,11,yellow
522,541,311,0,12,blue
494,502,270,0,13,blue
361,430,209,2,14,blue
618,585,204,0,15,blue
626,387,101,0,0,red
668,514,161,0,1,red
697,495,100,0,2,red
799,634,326,0,3,red
586,486,428,0,4,green
603,468,397,0,5,green
546,270,201,0,6,green
632,391,358,0,7,green
740,798,325,0,8,yellow
741,663,170,0,9,yellow
734,684,268,0,10,yellow
652,609,201,1,11,yellow
522,541,309,0,12,blue
494,502,269,0,13,blue
362,431,209,1,14,blue
618,585,203,0,15,blue
627,387,99,0,0,red
669,514,160,0,1,red
697,495,100,0,2,red
798,634,326,0,3,red
586,486,429,0,4,green
602,468,396,0,5,green
546,269,202,0,6,green
632,391,358,0,7,green
741,798,324,0,8,yellow
742,663,170,0,9,yellow
734,683,268,0,10,yellow
652,609,201,1,11,yellow
522,540,309,0,12,blue
494,502,268,0,13,blue
361,428,208,3,14,blue
618,585,202,0,15,blue
624,384,101,0,0,red
663,506,164,0,1,red
698,503,96,0,2,red
801,628,325,0,3,red
582,482,434,0,4,green
604,469,394,0,5,green
546,269,198,0,6,green
629,394,356,0,7,green
744,798,322,0,8,yellow
739,662,171,0,9,yellow
733,683,269,0,10,yellow
653,611,200,0,11,yellow
520,535,305,0,12,blue
495,511,272,0,13,blue
361,415,204,1,14,blue
618,587,203,0,15,blue
626,385,99,0,0,red
663,507,164,0,1,red
699,504,98,0,2,red
801,628,325,0,3,red
582,482,433,1,4,green
605,470,394,0,5,green
547,271,199,0,6,green
629,394,357,0,7,green
745,798,322,0,8,yellow
739,663,171,0,9,yellow
732,683,270,0,10,yellow
653,611,199,0,11,yellow
520,535,305,0,12,blue
495,512,273,0,13,blue
363,417,203,0,14,blue
617,587,205,1,15,blue
624,385,100,0,0,red
663,507,165,0,1,red
698,504,96,0,2,red
800,628,325,0,3,red
581,482,434,1,4,green
605,470,394,0,5,green
546,270,198,0,6,green
627,393,356,1,7,green
744,798,322,0,8,yellow
738,663,170,0,9,yellow
733,683,270,0,10,yellow
653,611,199,0,11,yellow
519,534,303,1,12,blue
495,512,273,0,13,blue
361,416,201,1,14,blue
617,587,204,1,15,blue
625,384,100,0,0,red
663,507,164,0,1,red
699,503,96,0,2,red
800,629,324,0,3,red
582,483,434,0,4,green
605,470,394,0,5,green
546,270,199,0,6,green
629,394,356,0,7,green
744,798,321,0,8,yellow
739,663,172,0,9,yellow
733,682,268,0,10,yellow
652,610,198,1,11,yellow
520,535,305,0,12,blue
496,511,272,0,13,blue
362,416,202,1,14,blue
618,588,203,0,15,blue
625,384,102,0,0,red
664,507,164,0,1,red
699,504,97,0,2,red
803,629,325,0,3,red
583,483,434,0,4,green
603,469,393,1,5,green
546,270,197,0,6,green
629,394,356,0,7,green
742,797,322,1,8,yellow
739,663,170,0,9,yellow
733,684,268,0,10,yellow
653,611,201,0,11,yellow
520,535,305,0,12,blue
495,512,272,0,13,blue
360,415,201,2,14,blue
618,587,206,0,15,blue
