red,green,blue,off,position,color
475,218,463,3,13,blue
354,184,435,10,14,blue
590,209,568,29,15,blue
613,83,362,2,0,red
662,173,535,4,1,red
686,112,473,11,2,red
778,333,685,16,3,red
480,377,356,103,4,green
591,433,424,13,5,green
518,220,205,1,6,green
587,356,337,0,7,green
724,288,824,0,8,yellow
737,161,668,0,9,yellow
727,274,684,9,10,yellow
587,182,557,52,11,yellow
478,237,445,3,12,blue
476,219,464,2,13,blue
355,185,436,9,14,blue
591,208,570,27,15,blue
612,81,361,2,0,red
661,175,534,4,1,red
687,115,473,10,2,red
776,332,683,17,3,red
479,377,355,103,4,green
592,433,424,13,5,green
519,221,206,0,6,green
586,355,335,1,7,green
725,288,824,0,8,yellow
737,159,668,1,9,yellow
727,273,684,9,10,yellow
584,180,553,54,11,yellow
478,238,444,3,12,blue
477,221,463,1,13,blue
353,185,434,10,14,blue
587,206,565,31,15,blue
613,82,363,1,0,red
662,174,535,4,1,red
690,115,476,8,2,red
775,330,682,19,3,red
480,378,357,102,4,green
592,434,425,12,5,green
519,220,206,0,6,green
585,355,336,2,7,green
725,288,822,0,8,yellow
737,160,669,0,9,yellow
728,274,685,8,10,yellow
586,182,557,52,11,yellow
480,240,448,0,12,blue
475,218,463,3,13,blue
354,184,436,9,14,blue
590,209,569,28,15,blue
616,81,364,2,0,red
663,175,536,3,1,red
690,118,475,7,2,red
777,332,683,18,3,red
476,373,358,103,4,green
593,436,426,12,5,green
514,220,202,1,6,green
593,360,345,1,7,green
731,294,826,0,8,yellow
740,160,667,0,9,yellow
721,275,683,8,10,yellow
593,181,566,53,11,yellow
479,241,448,2,12,blue
474,220,461,3,13,blue
355,175,423,7,14,blue
591,210,570,29,15,blue
616,81,364,2,0,red
663,174,536,4,1,red
689,115,474,9,2,red
780,334,685,16,3,red
478,374,359,102,4,green
593,437,426,12,5,green
514,219,200,2,6,green
593,360,345,1,7,green
732,294,824,0,8,yellow
740,159,668,0,9,yellow
722,275,682,8,10,yellow
592,179,564,55,11,yellow
480,241,449,1,12,blue
473,219,460,4,13,blue
352,172,420,10,14,blue
594,212,573,26,15,blue
617,81,366,1,0,red
662,175,536,4,1,red
688,116,473,9,2,red
781,335,683,16,3,red
478,373,359,102,4,green
591,436,424,13,5,green
512,218,197,3,6,green
593,360,345,0,7,green
732,293,826,0,8,yellow
740,159,667,0,9,yellow
723,276,683,7,10,yellow
593,180,565,54,11,yellow
481,242,450,0,12,blue
474,219,461,3,13,blue
353,174,421,9,14,blue
592,213,570,28,15,blue
617,82,365,1,0,red
661,172,533,6,1,red
689,116,474,8,2,red
779,334,683,17,3,red
477,372,358,103,4,green
592,436,424,13,5,green
514,220,200,1,6,green
594,360,345,0,7,green
732,292,827,0,8,yellow
740,158,667,0,9,yellow
720,272,680,10,10,yellow
596,183,567,51,11,yellow
480,241,450,1,12,blue
472,218,459,5,13,blue
353,174,421,9,14,blue
592,210,571,28,15,blue
617,81,365,1,0,red
659,174,533,6,1,red
688,116,474,8,2,red
778,334,685,16,3,red
476,371,356,104,4,green
591,434,423,14,5,green
515,221,200,0,6,green
593,360,345,0,7,green
733,293,828,0,8,yellow
740,159,667,0,9,yellow
721,275,680,9,10,yellow
595,183,566,52,11,yellow
481,243,450,0,12,blue
472,218,459,5,13,blue
353,173,421,9,14,blue
592,211,570,28,15,blue
616,80,364,2,0,red
663,175,537,3,1,red
690,116,474,8,2,red
779,333,683,17,3,red
477,373,358,103,4,green
592,435,425,13,5,green
515,221,202,0,6,green
592,358,343,2,7,green
732,294,826,0,8,yellow
739,158,666,1,9,yellow
721,275,682,8,10,yellow
593,182,565,53,11,yellow
478,240,447,3,12,blue
476,222,463,1,13,blue
353,173,421,9,14,blue
593,213,572,27,15,blue
617,82,365,1,0,red
664,177,537,2,1,red
687,116,472,10,2,red
780,334,684,16,3,red
477,372,357,103,4,green
592,435,423,14,5,green
512,218,198,3,6,green
594,360,345,0,7,green
731,293,826,0,8,yellow
738,159,666,1,9,yellow
721,275,681,8,10,yellow
594,182,565,53,11,yellow
480,243,449,1,12,blue
474,220,461,3,13,blue
350,170,418,12,14,blue
592,210,571,28,15,blue
617,81,366,1,0,red
663,175,536,3,1,red
689,116,475,8,2,red
779,332,683,18,3,red
478,374,359,102,4,green
593,437,426,12,5,green
515,221,202,0,6,green
592,358,344,2,7,green
732,294,824,0,8,yellow
738,158,666,1,9,yellow
723,276,683,7,10,yellow
595,181,567,52,11,yellow
477,239,446,4,12,blue
474,220,461,3,13,blue
353,174,421,9,14,blue
593,212,572,27,15,blue
618,83,366,0,0,red
662,175,535,4,1,red
688,115,473,9,2,red
780,333,685,17,3,red
479,375,360,101,4,green
592,436,424,13,5,green
511,217,198,4,6,green
592,360,344,1,7,green
732,294,825,0,8,yellow
740,159,667,0,9,yellow
723,276,683,7,10,yellow
592,179,563,55,11,yellow
481,242,450,0,12,blue
472,218,460,4,13,blue
352,172,420,10,14,blue
591,210,571,28,15,blue
618,81,367,0,0,red
663,177,536,3,1,red
685,113,470,12,2,red
778,333,683,17,3,red
476,372,358,103,4,green
592,435,424,13,5,green
513,219,199,2,6,green
593,360,345,0,7,green
732,293,826,0,8,yellow
739,158,667,0,9,yellow
721,275,681,8,10,yellow
593,182,564,54,11,yellow
478,240,448,3,12,blue
475,221,462,2,13,blue
350,171,418,11,14,blue
590,210,569,29,15,blue
623,83,365,2,0,red
662,173,537,4,1,red
683,113,471,11,2,red
781,335,684,16,3,red
477,374,362,103,4,green
589,431,426,14,5,green
513,221,197,0,6,green
581,355,335,1,7,green
726,287,825,0,8,yellow
739,163,666,0,9,yellow
723,274,680,9,10,yellow
588,184,563,51,11,yellow
478,242,452,3,12,blue
476,223,464,2,13,blue
353,176,422,9,14,blue
591,206,568,27,15,blue
624,82,367,1,0,red
661,175,537,4,1,red
684,115,471,11,2,red
780,336,682,17,3,red
477,374,362,103,4,green
591,433,428,12,5,green
513,220,196,0,6,green
581,355,335,1,7,green
727,286,827,0,8,yellow
739,161,665,1,9,yellow
723,272,681,9,10,yellow
585,182,561,53,11,yellow
478,242,453,3,12,blue
475,224,464,2,13,blue
352,177,421,10,14,blue
587,203,564,31,15,blue
624,82,366,1,0,red
662,174,538,4,1,red
687,115,474,8,2,red
780,334,682,18,3,red
478,374,362,103,4,green
591,433,428,12,5,green
512,219,196,1,6,green
582,355,335,1,7,green
727,288,825,0,8,yellow
741,162,667,0,9,yellow
725,274,681,8,10,yellow
587,183,562,52,11,yellow
481,245,455,0,12,blue
474,223,463,3,13,blue
353,177,422,9,14,blue
590,207,567,28,15,blue
625,84,366,1,0,red
662,173,537,4,1,red
686,115,473,9,2,red
781,336,684,16,3,red
479,375,363,102,4,green
590,432,427,13,5,green
510,218,195,3,6,green
581,356,335,1,7,green
726,287,824,0,8,yellow
740,163,666,0,9,yellow
725,274,681,8,10,yellow
585,181,560,54,11,yellow
480,244,454,1,12,blue
475,222,463,3,13,blue
352,177,421,10,14,blue
590,205,567,28,15,blue
625,83,366,1,0,red
662,173,537,4,1,red
685,114,472,10,2,red
782,336,684,16,3,red
478,375,362,103,4,green
591,432,427,13,5,green
512,219,196,1,6,green
582,356,336,0,7,green
726,288,825,0,8,yellow
740,164,666,0,9,yellow
725,275,681,8,10,yellow
586,183,562,52,11,yellow
477,243,453,3,12,blue
473,222,462,4,13,blue
353,177,422,9,14,blue
589,206,566,29,15,blue
623,81,365,2,0,red
662,173,537,4,1,red
684,114,472,10,2,red
779,335,683,17,3,red
478,375,362,103,4,green
590,432,427,13,5,green
513,220,197,0,6,green
579,353,333,3,7,green
726,287,825,0,8,yellow
738,163,665,1,9,yellow
722,274,680,9,10,yellow
586,182,561,53,11,yellow
477,242,453,3,12,blue
475,224,465,2,13,blue
352,177,422,9,14,blue
589,205,567,28,15,blue
624,82,367,1,0,red
662,175,538,3,1,red
685,113,472,10,2,red
781,336,684,16,3,red
478,374,362,103,4,green
590,432,427,13,5,green
512,218,194,2,6,green
581,355,335,1,7,green
725,286,825,0,8,yellow
739,162,666,1,9,yellow
725,275,681,8,10,yellow
587,184,562,52,11,yellow
479,244,454,1,12,blue
474,223,463,3,13,blue
353,177,422,9,14,blue
589,205,566,29,15,blue
621,82,363,4,0,red
662,174,537,4,1,red
686,116,474,8,2,red
782,336,683,16,3,red
477,374,362,103,4,green
590,432,427,13,5,green
512,220,198,0,6,green
582,356,336,0,7,green
725,286,825,0,8,yellow
738,164,665,0,9,yellow
724,274,681,8,10,yellow
586,182,561,53,11,yellow
477,242,452,3,12,blue
475,224,464,2,13,blue
351,177,421,10,14,blue
591,207,568,27,15,blue
623,82,364,3,0,red
662,173,537,4,1,red
688,117,475,7,2,red
781,336,684,16,3,red
478,374,362,103,4,green
591,432,427,13,5,green
512,219,196,1,6,green
582,355,335,1,7,green
726,286,825,0,8,yellow
739,163,666,0,9,yellow
724,274,680,8,10,yellow
587,183,562,52,11,yellow
478,242,453,3,12,blue
475,222,463,3,13,blue
352,176,421,10,14,blue
589,205,566,29,15,blue
623,83,366,2,0,red
664,176,539,2,1,red
686,115,473,9,2,red
781,336,684,16,3,red
479,376,363,102,4,green
590,432,427,13,5,green
512,219,196,1,6,green
582,355,334,1,7,green
727,287,825,0,8,yellow
739,162,665,1,9,yellow
724,275,680,8,10,yellow
586,182,561,53,11,yellow
480,245,455,1,12,blue
475,224,464,2,13,blue
350,175,420,11,14,blue
591,208,568,27,15,blue
