184,171,169,none
179,188,164,none
176,202,159,none
173,216,156,none
170,225,151,none
167,218,148,none
164,213,144,none
162,209,141,none
159,204,166,none
157,200,257,none
154,196,270,none
152,192,252,none
150,189,239,none
156,186,227,none
162,182,218,none
166,179,209,none
171,176,201,none
175,173,194,none
179,171,187,none
183,168,181,none
187,165,175,none
184,165,170,none
180,184,165,none
177,199,161,none
173,213,156,none
171,226,152,none
168,220,148,none
165,214,145,none
162,209,141,none
159,205,144,none
157,200,245,none
154,197,274,none
153,193,255,none
149,190,241,none
156,186,229,none
161,183,220,none
165,180,210,none
170,177,202,none
174,174,195,none
178,171,188,none
182,169,182,none
186,166,177,none
186,163,171,none
182,179,167,none
178,195,162,none
175,209,157,none
171,223,154,none
168,221,149,none
165,215,146,none
162,210,142,none
160,206,139,none
157,202,225,none
155,198,281,none
153,194,259,none
150,191,244,none
154,187,232,none
159,184,221,none
164,180,213,none
169,178,204,none
174,174,197,none
177,172,189,none
182,169,183,none
185,167,178,none
186,164,173,none
182,175,168,none
179,192,163,none
175,206,159,none
172,220,154,none
169,223,150,none
166,217,146,none
163,212,143,none
161,207,140,none
158,203,194,none
156,199,273,none
153,195,265,none
151,191,249,none
152,188,236,none
158,185,225,none
162,182,215,none
167,179,207,none
172,176,199,none
176,173,192,none
180,170,186,none
184,168,180,none
188,165,174,none
183,170,169,none
179,188,164,none
176,203,160,none
173,217,155,none
170,225,151,none
167,218,147,none
164,213,144,none
161,208,140,none
159,204,176,none
157,200,263,none
154,196,268,none
152,192,251,none
150,189,238,none
157,185,227,none
162,182,217,none
167,179,208,none
171,176,200,none
176,174,193,none
179,170,187,none
183,168,181,none
187,165,176,none
184,166,170,none
181,184,165,none
177,199,161,none
174,213,156,none
171,226,152,none
167,220,148,none
165,214,145,none
162,209,141,none
159,205,144,none
157,201,245,none
154,197,274,none
152,193,255,none
150,189,241,none
155,186,229,none
161,183,219,none
165,180,210,none
170,176,202,none
174,174,195,none
178,171,188,none
182,168,182,none
186,166,177,none
185,163,171,none
181,179,167,none
177,195,162,none
175,210,157,none
171,223,153,none
168,222,149,none
165,216,146,none
163,211,143,none
160,206,139,none
158,202,217,none
156,198,285,none
153,194,260,none
150,191,246,none
153,187,233,none
159,184,222,none
164,180,213,none
168,178,205,none
173,175,197,none
177,172,190,none
181,169,184,none
184,167,179,none
187,164,174,none
183,173,168,none
179,189,164,none
176,204,160,none
172,217,155,none
169,224,151,none
166,218,147,none
164,213,144,none
161,208,140,none
159,203,176,none
156,200,263,none
154,196,269,none
152,192,251,none
151,189,238,none
157,185,227,none
162,182,217,none
167,179,208,none
171,176,200,none
175,173,193,none
179,170,187,none
183,168,181,none
187,166,176,none
184,166,170,none
181,183,166,none
177,198,161,none
174,212,157,none
171,225,152,none
168,220,149,none
165,215,145,none
162,209,142,none
160,206,138,none
157,201,238,none
155,197,276,none
152,193,256,none
150,189,241,none
155,186,230,none
160,183,220,none
165,180,211,none
169,177,203,none
174,174,196,none
178,171,189,none
182,169,183,none
185,166,177,none
186,163,172,none
181,180,167,none
178,195,162,none
174,210,157,none
170,223,153,none
168,221,150,none
165,215,146,none
163,210,142,none
160,206,138,none
158,202,218,none
155,198,284,none
153,194,260,none
150,191,245,none
153,187,233,none
159,184,222,none
164,181,213,none
168,178,205,none
173,175,197,none
177,172,190,none
180,169,184,none
184,167,178,none
187,164,173,none
182,174,168,none
179,190,162,none
175,205,159,none
172,218,154,none
169,224,150,none
166,217,147,none
163,212,143,none
161,207,140,none
158,203,193,none
156,199,273,none
153,195,265,none
152,191,248,none
152,188,236,none
158,185,224,none
162,181,215,none
167,179,206,none
172,175,199,none
176,173,191,none
180,170,185,none
183,168,180,none
187,165,175,none
184,167,170,none
181,184,165,none
177,199,161,none
173,213,156,none
170,226,152,none
167,220,148,none
164,214,145,none
162,210,141,none
159,205,138,none
157,201,238,none
155,197,276,none
152,193,256,none
150,190,242,none
155,186,230,none
160,183,220,none
165,180,211,none
169,177,203,none
174,174,195,none
178,171,189,none
182,169,183,none
185,166,177,none
186,163,172,none
182,176,167,none
178,193,162,none
175,207,158,none
171,221,154,none
168,223,150,none
165,217,146,none
163,211,143,none
160,207,139,none
158,203,202,none
156,199,279,none
153,195,264,none
151,191,247,none
152,188,234,none
158,184,224,none
163,181,214,none
168,178,206,none
172,175,198,none
176,172,191,none
180,170,185,none
184,167,179,none
188,165,174,none
183,171,169,none
179,188,164,none
176,203,159,none
173,216,155,none
169,224,151,none
166,218,148,none
164,212,144,none
161,208,140,none
159,204,166,none
156,199,257,none
154,195,270,none
152,192,252,none
150,188,239,none
156,185,227,none
161,182,217,none
166,179,209,none
171,176,201,none
175,173,194,none
179,171,187,none
183,168,182,none
186,166,176,none
185,164,170,none
180,182,165,none
177,198,160,none
174,212,157,none
170,225,153,none
167,220,149,none
165,215,145,none
162,210,142,none
159,206,138,none
157,201,231,none
154,197,278,none
152,193,257,none
150,190,243,none
154,186,231,none
159,183,221,none
165,180,211,none
169,177,203,none
173,174,196,none
177,171,189,none
181,169,182,none
185,166,177,none
185,164,171,none
181,178,166,none
178,195,161,none
174,209,157,none
171,223,153,none
168,221,149,none
165,215,145,none
162,210,142,none
160,205,139,none
157,202,217,none
155,197,284,none
153,194,260,none
151,190,245,none
153,187,232,none
159,184,222,none
164,181,213,none
168,177,204,none
172,174,197,none
176,172,190,none
181,169,184,none
184,167,178,none
186,164,173,none
182,175,167,none
178,191,163,none
175,206,158,none
171,219,154,none
169,223,150,none
166,217,146,none
163,211,143,none
160,207,139,none
158,202,194,none
156,199,273,none
153,195,265,none
151,191,248,none
152,188,235,none
157,184,224,none
162,181,215,none
167,178,206,none
171,175,198,none
176,173,192,none
179,170,185,none
184,167,179,none
187,165,174,none
183,171,168,none
179,188,164,none
176,202,159,none
172,216,155,none
169,225,151,none
166,218,147,none
164,213,144,none
161,208,141,none
158,204,166,none
156,200,257,none
154,196,270,none
151,192,252,none
150,189,238,none
156,185,227,none
161,182,217,none
166,179,208,none
170,176,201,none
175,173,193,none
179,170,187,none
182,168,181,none
187,165,175,none
184,165,170,none
180,182,165,none
177,198,160,none
173,213,156,none
170,226,152,none
167,219,148,none
164,214,145,none
162,209,141,none
159,205,137,none
156,201,238,none
154,197,276,none
152,192,256,none
149,190,241,none
154,186,230,none
160,183,219,none
165,180,211,none
169,177,202,none
173,174,195,none
177,171,188,none
181,168,182,none
185,166,177,none
185,164,172,none
182,176,167,none
178,192,162,none
175,207,158,none
171,221,154,none
168,223,150,none
165,216,146,none
163,211,142,none
160,206,139,none
157,203,201,none
155,198,278,none
153,195,263,none
151,191,247,none
152,188,235,none
157,184,224,none
163,181,214,none
167,178,206,none
172,175,198,none
175,172,191,none
180,169,185,none
183,167,178,none
187,164,174,none
183,169,169,none
180,185,165,none
177,200,160,none
172,214,156,none
170,226,152,none
167,219,148,none
164,213,144,none
161,209,141,none
159,204,144,none
156,200,245,none
154,197,274,none
152,192,255,none
149,189,240,none
155,186,229,none
160,182,219,none
165,179,210,none
169,176,202,none
174,174,194,none
178,171,188,none
182,168,182,none
186,166,177,none
185,163,171,none
181,178,166,none
177,194,162,none
174,208,157,none
171,221,153,none
168,222,149,none
165,216,146,none
162,211,142,none
160,206,139,none
157,202,210,none
155,198,283,none
153,194,261,none
150,190,246,none
152,187,233,none
158,184,223,none
163,180,213,none
168,177,205,none
172,175,197,none
176,172,190,none
181,169,184,none
184,167,179,none
187,164,174,none
183,170,168,none
179,187,163,none
176,202,159,none
172,217,154,none
169,224,151,none
166,218,146,none
163,212,144,none
161,208,140,none
158,204,176,none
156,199,262,none
153,195,268,none
151,191,250,none
150,188,237,none
156,185,226,none
161,182,216,none
166,179,208,none
170,176,200,none
175,172,193,none
179,170,186,none
182,167,180,none
186,165,175,none
184,164,170,none
180,180,165,none
177,196,161,none
174,210,157,none
171,224,153,none
168,220,148,none
165,214,144,none
162,210,142,none
159,205,138,none
157,201,231,none
155,197,278,none
152,193,257,none
150,190,243,none
154,186,231,none
159,183,220,none
164,180,211,none
169,177,203,none
173,174,196,none
177,171,188,none
181,168,183,none
185,166,177,none
186,163,172,none
182,175,167,none
178,191,162,none
175,206,158,none
171,219,154,none
169,223,150,none
165,216,146,none
163,211,142,none
160,207,139,none
158,203,193,none
155,198,273,none
153,195,264,none
151,191,248,none
151,188,235,none
157,184,224,none
162,181,214,none
167,178,206,none
171,175,199,none
176,172,191,none
179,169,185,none
183,167,179,none
187,164,175,none
183,167,169,none
180,184,165,none
176,200,160,none
173,213,155,none
170,226,151,none
167,219,147,none
164,213,144,none
161,209,140,none
159,204,143,none
156,200,244,none
154,197,274,none
152,193,255,none
149,189,240,none
155,185,229,none
160,182,218,none
165,179,210,none
169,176,202,none
174,173,194,none
178,171,188,none
182,168,181,none
186,165,176,none
184,163,170,none
181,180,165,none
177,196,161,none
173,210,156,none
170,223,152,none
167,220,149,none
165,215,145,none
162,210,142,none
159,205,138,none
157,201,224,none
155,197,281,none
152,193,258,none
150,190,243,none
153,186,231,none
159,183,221,none
164,180,212,none
168,177,204,none
173,174,196,none
177,171,189,none
181,168,183,none
185,166,176,none
185,163,172,none
182,174,167,none
178,191,162,none
175,205,158,none
171,219,154,none
169,223,150,none
165,217,146,none
163,211,143,none
160,207,139,none
157,202,193,none
155,198,273,none
153,195,264,none
151,191,248,none
151,188,235,none
156,184,224,none
162,181,214,none
167,178,206,none
171,175,198,none
175,172,191,none
179,169,185,none
183,167,179,none
187,164,175,none
183,167,169,none
